Data collector,Date,Country,City,Postal code,Latitude/Longitude,Image link,Source,Building category,Occupancy group,Occupancy type,Number of floors (excl. basement),Basement,Material,Roof shape,Roof covers,Shutters,Window area,Remarks,@
Nirvik,,Brazil,Bela Horizonte,35685-000,,https://www.mapillary.com/app/?lat=-20.07028611111099&lng=-44.29845805555601&z=15.899101553347878&focus=photo&panos=true&pKey=298596138811699&x=0.0033318824802617275&y=0.6309568753195918&zoom=0.04681470917492378,Mapillary,Low-rise masonry warehouse/industrial building,COM: Commerical,COM1: Retail trade,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,35685-000,,https://www.mapillary.com/app/?lat=-20.070383333333&lng=-44.298521944444&z=17&focus=photo&panos=true&pKey=210192801275672&x=0.019240807666667303&y=0.6263232974806451&zoom=0.04681470917492378,Mapillary,Low-rise masonry warehouse/industrial building,COM: Commerical,COM1: Retail trade,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,35685-000,,https://www.mapillary.com/app/?lat=-20.070547222222&lng=-44.298736111111&z=17&focus=photo&panos=true&pKey=433504844930050&x=0.5015858836209388&y=0.4784342530007752&zoom=0.04681470917492378,Mapillary,Low-rise masonry warehouse/industrial building,COM: Commerical,COM1: Retail trade,2,No,Concrete,Flat,Metal roof cover,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068616666667&lng=-44.283830555556&z=15.462562163061609&focus=photo&panos=true&pKey=1545928072435056&x=0.5140196101780007&y=0.45530395016099856&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068638888889&lng=-44.283916666667&z=17&focus=photo&panos=true&pKey=877271712981670&x=0.48486993006071116&y=0.4515238903396396&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068638888889&lng=-44.283916666667&z=17&focus=photo&panos=true&pKey=877271712981670&x=0.9754902293756139&y=0.5755694371895747&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068686111111&lng=-44.284105555556&z=17&focus=photo&panos=true&pKey=371652878050022&x=0.5108708991500505&y=0.44736044736495867&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068711111111&lng=-44.284202777778&z=17&focus=photo&panos=true&pKey=468613244720386&x=0.057713152584855654&y=0.6063499218841235&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Metal roof cover,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068736111111&lng=-44.284302777778&z=17&focus=photo&panos=true&pKey=606057070680899&x=0.44198626821328757&y=0.4385829571948108&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068761111111&lng=-44.284405277778&z=17&focus=photo&panos=true&pKey=434085488173199&x=0.42991314808840664&y=0.51625354781054&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068761111111&lng=-44.284405277778&z=17&focus=photo&panos=true&pKey=434085488173199&x=0.9693927446008319&y=0.5958299708015199&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068847222222&lng=-44.284738888889&z=17&focus=photo&panos=true&pKey=3100983643554062&x=0.4412953515738011&y=0.47659720088099944&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Bela Horizonte,14960-000,,https://www.mapillary.com/app/?lat=-20.068847222222&lng=-44.284738888889&z=17&focus=photo&panos=true&pKey=3100983643554062&x=0.0062647112766495705&y=0.5310924609894951&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.632352777778&lng=-43.205247222222&z=17.909958615776635&focus=photo&panos=true&pKey=752566179316981&x=0.4912502636862773&y=0.38457087168980353&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,3,No,Concrete,Flat,Metal roof cover,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.632444444444&lng=-43.205177777778&z=17&focus=photo&panos=true&pKey=785013546031063&x=0.4411866375900967&y=0.4024824848564138&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Metal roof cover,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.632444444444&lng=-43.205177777778&z=17&focus=photo&panos=true&pKey=785013546031063&x=0.02125704691981245&y=0.38938821126824996&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.632536111111&lng=-43.205108333333&z=17&focus=photo&panos=true&pKey=1012435189452755&x=0.42631749217982823&y=0.4543772278168854&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.632536111111&lng=-43.205108333333&z=17&focus=photo&panos=true&pKey=1012435189452755&x=0.012454074519405611&y=0.44198783149945364&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.632797222222&lng=-43.204902777778&z=17&focus=photo&panos=true&pKey=481059580509256&x=0.12009860273444345&y=0.38198750480160704&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.632966666666988&lng=-43.20476388888898&z=17.909958615776635&focus=photo&panos=true&pKey=7980868651955772&x=0.4847252531305784&y=0.4640066844165338&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.63305&lng=-43.204691666667&z=17&focus=photo&panos=true&pKey=1010517399595279&x=0.015331765652411677&y=0.5008418462726384&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Metal roof cover,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.633130555556&lng=-43.204625&z=17&focus=photo&panos=true&pKey=586212743057866&x=0.47156424910832&y=0.48433048409322915&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Metal roof cover,No,Much less than 20%,,
Nirvik,,Brazil,Itabira,35900-287,,https://www.mapillary.com/app/?lat=-19.633308333333&lng=-43.204488888889&z=17&focus=photo&panos=true&pKey=166729449221562&x=0.5019106357776868&y=0.4676088010853536&zoom=0.04681470917492378,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.90835954999&lng=-43.177948269999&z=19.9&focus=photo&panos=true&pKey=272736421152987&x=0.4006936880814433&y=0.2763880031632804&zoom=0.04681470917492378,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Built up roof,No,50% or more of surface,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.90842888888899&lng=-43.177835833333006&z=19.9&focus=photo&panos=true&pKey=290856789328621&x=0.3222867112976634&y=0.25648377840900316&zoom=0.04681470917492378,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Built up roof,No,About 33% of surface,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.908436599969974&lng=-43.17816757000901&z=19.9&focus=photo&panos=true&pKey=167897215235762&x=0.4825631742836553&y=0.24675424509282673&zoom=0.7249649047851564,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Steel,Flat,Built up roof,No,About 33% of surface,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.90842888888899&lng=-43.177835833333006&z=19.9&focus=photo&panos=true&pKey=290856789328621&x=0.5051498706219325&y=0.3254295436865672&zoom=0.7249649047851564,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Built up roof,No,50% or more of surface,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.907798299968&lng=-43.176265039995&z=19.9&focus=photo&panos=true&pKey=283238143474358&x=0.2800742012793851&y=0.390916932364778&zoom=0.7249649047851564,Mapillary,Engineered commercial building,COM: Commerical,COM4: Professional services,6 or more,No,Steel,Flat,Built up roof,No,50% or more of surface,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.90794777777799&lng=-43.17671277777799&z=19.9&focus=photo&panos=true&pKey=283538209954981&x=0.24493040097558766&y=0.358285040623578&zoom=0.7249649047851564,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Built up roof,No,About 33% of surface,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.907988888889022&lng=-43.17682777777799&z=19.9&focus=photo&panos=true&pKey=845814202680996&x=0.28904600554015314&y=0.3132488355723888&zoom=0.7249649047851564,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Built up roof,No,About 33% of surface,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.907988888889022&lng=-43.17682777777799&z=19.9&focus=photo&panos=true&pKey=845814202680996&x=0.8074314170378865&y=0.4566125358031856&zoom=0.7249649047851564,Mapillary,Engineered commercial building,COM: Commerical,COM5: Banks,6 or more,No,Concrete,Flat,Built up roof,No,About 20% of surface,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.90799583333296&lng=-43.176353888889025&z=19.9&focus=photo&panos=true&pKey=529776981346426&x=0.2632277825267173&y=0.33865655259111965&zoom=0.7249649047851564,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Built up roof,No,50% or more of surface,,
Nirvik,,Brazil,Rio De Janeiro,20080-003,,https://www.mapillary.com/app/?lat=-22.907889722222023&lng=-43.176515833332985&z=19.9&focus=photo&panos=true&pKey=169510165061268&x=0.4387370143618868&y=0.39259718011990014&zoom=0.7249649047851564,Mapillary,Engineered commercial building,COM: Commerical,COM4: Professional services,6 or more,No,Concrete,Flat,Built up roof,No,50% or more of surface,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.726&lng=-49.082361111111&z=17&focus=photo&panos=true&pKey=377040751284753&x=0.6332563409381753&y=0.5042982346158206&zoom=0.7249649047851564,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.725916666667&lng=-49.08225&z=17&focus=photo&panos=true&pKey=897297051660156&x=0.5454360065330495&y=0.5288231222631099&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Single ply membrane,No,Much less than 20%,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.725833333332972&lng=-49.082111111110976&z=19.9&focus=photo&panos=true&pKey=894287604878703&x=0.5292979163424585&y=0.5155712177163141&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Single ply membrane,No,Much less than 20%,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.725861111111&lng=-49.082138888889&z=17&focus=photo&panos=true&pKey=1768171763540566&x=0.5683853308090665&y=0.5322191844108408&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.725722222222004&lng=-49.08197222222202&z=19.9&focus=photo&panos=true&pKey=3211054865814930&x=0.2137832164879231&y=0.5042481814542947&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.726444444444&lng=-49.082111111111&z=17&focus=photo&panos=true&pKey=185951420502564&x=0.3731467371578657&y=0.5572292374315408&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.726444444444&lng=-49.082111111111&z=17&focus=photo&panos=true&pKey=185951420502564&x=0.4428978831424419&y=0.5237505312066447&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Masonry,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.726416666667&lng=-49.082277777778&z=17&focus=photo&panos=true&pKey=155971143706141&x=0.8597869416051949&y=0.47517238724122335&zoom=0.7249649047851564,Mapillary,Low-rise masonry warehouse/industrial building,IND: Industry,IND2: Light industry,1,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.726444444444&lng=-49.082361111111&z=17&focus=photo&panos=true&pKey=1070417833600066&x=0.7978492010497054&y=0.49147786680218003&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Gurupi,77403-315,,https://www.mapillary.com/app/?lat=-11.7265&lng=-49.082361111111&z=17&focus=photo&panos=true&pKey=848713842970750&x=0.6271264290647831&y=0.49328104605084977&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.287089300000005&lng=-36.579463199999964&z=15.91001449768389&focus=photo&panos=true&pKey=915029639642695&x=0.5156108201706966&y=0.47192180699999203&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Shingles,Yes,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.2871473&lng=-36.579574&z=17&focus=photo&panos=true&pKey=6194046637305091&x=0.9952155229961359&y=0.47437314766811267&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.2871848&lng=-36.5796477&z=17&focus=photo&panos=true&pKey=264472785905884&x=0.02448238837952582&y=0.4764250475162243&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.2871283&lng=-36.5795377&z=17&focus=photo&panos=true&pKey=1620214988498018&x=0.8844484400730853&y=0.48735092098243277&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,Yes,Concrete,Flat,Built up roof,Yes,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.2870305&lng=-36.5793522&z=17&focus=photo&panos=true&pKey=939831480658577&x=0.9696263708872408&y=0.531910569440141&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Built up roof,Yes,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.2869593&lng=-36.5792025&z=17&focus=photo&panos=true&pKey=122321964136574&x=0.965747855269191&y=0.5217904720115725&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.2869772&lng=-36.5792402&z=17&focus=photo&panos=true&pKey=6018400684912113&x=0.5708087208617615&y=0.5420369158530209&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Masonry,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.2868825&lng=-36.5790428&z=17&focus=photo&panos=true&pKey=177437948386359&x=0.9448835919441543&y=0.5275319874052615&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Built up roof,Yes,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.2868207&lng=-36.5789182&z=17&focus=photo&panos=true&pKey=541715884733674&x=0.5123913317631427&y=0.4915774699105987&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Shingles,No,Much less than 20%,,
Nirvik,,Brazil,Penedo,57200-000,,https://www.mapillary.com/app/?lat=-10.2868&lng=-36.5788762&z=17&focus=photo&panos=true&pKey=764507001770020&x=0.9635212539643&y=0.5383603428077354&zoom=0.7249649047851564,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Shingles,Yes,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.6677388&lng=-42.0806148&z=17&panos=true&x=0.17079202528856097&y=0.4439560581687237&zoom=0.7249649047851564&pKey=108379995439634&focus=photo,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.6677388&lng=-42.0806148&z=17&panos=true&x=0.6771606744482385&y=0.47724248777626743&zoom=0.7249649047851564&pKey=108379995439634&focus=photo,Mapillary,Engineered commercial building,COM: Commerical,COM1: Retail trade,6 or more,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.6677779&lng=-42.0807017&z=17&panos=true&x=0.24402902958883702&y=0.41116359627933374&zoom=0.7249649047851564&pKey=225313826515348&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.6677589&lng=-42.080658&z=17&panos=true&x=0.6198596798033653&y=0.4825320081531802&zoom=0.7249649047851564&pKey=1802675893449766&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.6677779&lng=-42.0807017&z=17&panos=true&x=0.6168832088366234&y=0.48185673757938147&zoom=0.7249649047851564&pKey=225313826515348&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.6677661&lng=-42.0807873&z=17&panos=true&x=0.6396293353534195&y=0.46415344172879847&zoom=0.7249649047851564&pKey=519689006912682&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.6678899&lng=-42.0809861&z=17&panos=true&x=0.539303210876236&y=0.4393103970357742&zoom=0.8537221024676068&pKey=216416564097407&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.66751&lng=-42.0805433&z=17&panos=true&x=0.8274336866964037&y=0.47211908175858885&zoom=0.8537221024676068&pKey=695440652269112&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM7: Medical clinic,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.6676082&lng=-42.0803679&z=17&panos=true&x=0.11444490744923624&y=0.4709655844556808&zoom=0.8537221024676068&pKey=5870839299678604&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Brazil,itaocara,28570-000,,https://www.mapillary.com/app/?lat=-21.6676082&lng=-42.0803679&z=17&panos=true&x=0.5661406185618714&y=0.41156572961112176&zoom=0.7092099073456555&pKey=5870839299678604&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM5: Banks,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.575019399972&lng=-103.49570439997&z=17&panos=true&x=0.19342197744012946&y=0.5288515360484808&zoom=0.7092099073456555&pKey=182991323726631&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.5752221&lng=-103.49545519997&z=17&panos=true&x=0.24978501970765754&y=0.5352974571733176&zoom=0.7092099073456555&pKey=506956593671890&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.575296&lng=-103.49538359997&z=17&panos=true&x=0.33495494046181273&y=0.44504906823611984&zoom=0.7092099073456555&pKey=207623004533278&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.5753726&lng=-103.49531469997&z=17&panos=true&x=0.34023726907115703&y=0.44160115073841777&zoom=0.7092099073456555&pKey=1168587706941426&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Gable,Single ply membrane,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.575522299972&lng=-103.49517509997&z=17&panos=true&x=0.28442292163763216&y=0.4163680004616286&zoom=0.7092099073456555&pKey=470932080825774&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Single ply membrane,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.57584159999999&lng=-103.49484049997&z=18.027662548152634&panos=true&x=0.29438755695461294&y=0.5106059163603546&zoom=0.7092099073456555&pKey=305921917774714&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.576077999972014&lng=-103.49461959997001&z=18.027662548152634&panos=true&x=0.21124724308892762&y=0.45462243898806876&zoom=0.7092099073456555&pKey=1116277935533925&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.576162599972&lng=-103.4945364&z=17&panos=true&x=0.3129636459136425&y=0.543854370998879&zoom=0.7092099073456555&pKey=852691255322518&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.576330399972008&lng=-103.49437769999997&z=18.027662548152634&panos=true&x=0.40217336802492926&y=0.4624801287354337&zoom=0.7092099073456555&pKey=1086336671855715&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,2,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Mexico,Gomez Palacio,35069,,https://www.mapillary.com/app/?lat=25.576482699972&lng=-103.4942211&z=17&panos=true&x=0.19882216057545307&y=0.5062577006008813&zoom=0.7092099073456555&pKey=903801773733090&focus=photo,Mapillary,Low-rise masonry strip mall,COM: Commerical,COM1: Retail trade,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
Nirvik,,Mexico,Lerdo,35157,,https://www.mapillary.com/app/?lat=25.542495999972&lng=-103.52407639997&z=17&panos=true&x=0.22729878387160515&y=0.4844877650413233&zoom=0.7092099073456555&pKey=1159933801176211&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Gable,Single ply membrane,No,Much less than 20%,,
Nirvik,,Mexico,Lerdo,35157,,https://www.mapillary.com/app/?lat=25.5428816&lng=-103.52397179997&z=17&panos=true&x=0.2661960732436443&y=0.48980872151808275&zoom=0.7092099073456555&pKey=3936319119768645&focus=photo,Mapillary,Single Family House,RES: Residential,RES1: Single Family Home,1,No,Concrete,Flat,Built up roof,No,Much less than 20%,,
